구군,콘텐츠명,위도,경도,주소,연락처,상세내용,이미지
중구,중앙모밀,35.101845,129.0353,중구 중앙대로 49번길 9-1,051-246-8686,1956년에 개업하여 60여 년의 역사를 가진 우동·메밀국수전문점으로 부산의 기성세대들에게는 특별한 날 부모님과 함께 왔던 어린 시절의 추억이 있는 곳이다.3대가 함께 식사하는 모습을 자주 볼 수 있는 곳이기도 하다.,song/image/sample_image.png
수영구,킹콩스시,35.1689,129.11972,수영구 구락로 8-4,051-751-5036,가격대비 만족도가 무척 높다는 초밥전문점으로 합리적인 가격으로 신선하고 좋은 구성의 초밥을 제공하고 있다.포장이나 배달주문이 많은 곳이기도 하다.,song/image/sample_image.png
해운대구,타이가 텐푸라,35.164764,129.1584,해운대구 우동1로 38번가길 15,051-731-1914,"부산에 텐동유행을 불러온 가게 중 하나로, 후쿠오카의 유명 텐동전문점인 텐푸라타카오에서 직접 전수 받은 레시피와 소스로 완성도 높은 텐동을 선보인다.주문과 동시에 조리가 시작된다.",song/image/sample_image.png
금정구,톤쇼우 부산대점,35.230446,129.08427,금정구 금강로 247-10,010-5685-5482,"유명한 돈카츠전문점 톤쇼우의 본점으로, 좋은 재료를 선별해 저온, 고온, 레스팅, 숯불구이의 네 단계의 조리를 거쳐 만들어진 돈카츠는 놀라운 맛을 선사한다.",song/image/sample_image.png
부산진구,삼성밀면,35.181423,129.05115,부산진구 월드컵대로449번길 47,051-806-1256,60여 년째 밀면의 맛을 이어가고 있는 밀면전문점인 이곳은 유일하게 1세대 영업주가 운영하는 식당으로 부연 설명이 필요없는 식당이다.,song/image/sample_image.png
남구,부산약콩밀면,35.123108,129.11333,남구 동명로145번길 80 1층,051-611-1231,"밀면에 맛과 건강을 더하기 위해, 40년간 쌓인 노하우를 바탕으로 약콩과 함초, 톳으로 만든 천연간수와 기장 다시마로 직접 만든 식초를 사용하여깊은 맛을 가진 특색 있는 밀면을 개발해 낸 밀면전문점.",song/image/sample_image.png
금정구,면채움,35.24463,129.0901,금정구 금정로231번길 11,051-513-4443,"건강한 밀면의 맛을 위해 오곡을 제분하여 직접 면을 뽑고 48시간 우려낸 육수와 과일, 채소로 맛을 낸 천연 양념장을 사용하는 밀면전문점으로,추억의 음식인 비빔만두도 인기 있는 곳이다.",song/image/sample_image.png
남구,대연밀면,35.13132,129.08981,남구 천제등로 55(1층),051-623-6120,"2011년부터 영업 중인 밀면 전문점으로 이 지역에서 꾸준히 사랑받아 온 식당이다.기본에 충실한 전통적인 밀면의 맛을 가지고 있으며, 이곳 역시 웨이팅을 감수하고 찾아야 하는 곳이기도 하다.",song/image/sample_image.png
남구,합천국밥집,35.111244,129.11125,남구 용호로 235,051-628-4898,"부산의 돼지국밥을 이야기할 때 빠지지 않는 곳 중 한 곳으로 다른 유명 돼지국밥집과는 다르게 맑고 깔끔한 국물이 특징이다.국산 돼지고기만 사용하는데, 큼직한 고기가 아낌없이 들어가 있다.",song/image/sample_image.png
사하구,정짓간,35.095695,128.96248,사하구 비봉로 6 1층,051-293-2900,"부엌의 경상도 방언을 상호로 쓰는 이곳은 가마솥에서 48시간 끓여 돼지국밥을 만든다.수육백반의 고기는 삼겹살과 항정살 중 선택할 수 있고, 국밥 역시 고기와 온도, 맵기 등 취향대로 선택할 수 있는 것이 장점이다.",song/image/sample_image.png
동구,우리돼지국밥,35.11995,129.03925,동구 초량로 27-1,051-468-5623,"1975년부터 3대째 운영하고 있는 이곳은, 24시간 국물을 계속 끓이며 전통적인 토렴방식을 유지하고 있는 곳이다. 돼지 한 마리를 통째로 사용하기 때문에 원하는 부위를 주문하면 즉시 조리해 준다고 한다.",song/image/sample_image.png
사하구,영진식당,35.096634,128.95787,사하구 하신번영로157번길 39,051-206-3820,"부산의 향토음식인 돼지국밥을 대표하는 식당 중 한 곳으로, 항상 많은 사람들이 찾아오는 곳이다. 돼지 특유의 냄새를 제거하여 깔끔하고 담백한 맛을 자랑하며 수육과 두부, 볶음김치가 함께 나오는 수육백반이 무척 인기 있다.",song/image/sample_image.png
연제구,수복돼지국밥,35.1859,129.0869,연제구 고분로 41-1 2층,051-866-3349,"국내산 돼지고기와 내장, 직접 만든 순대를 사용하고, 김치와 깍두기 역시 직접 담는다. 이른 시간부터 누구에게 대접해도 손색없이 음식준비에 정성을 들이고 있으며,넓은 주차장과 청결한 매장을 갖추고 있다.",song/image/sample_image.png
중구,부광돼지국밥,35.104244,129.03506,중구 대청로 141번길 15-1,051-466-1708,"3대에 걸쳐 40여 년을 영업 중인 이곳은 전통적인 방식으로 돼지국밥을 만들고 있는 곳이다.김치와 깍두기는 직접 담그며, 오래도록 인기 있는 가게답게 신선하고 좋은 재료를 고집한다고 한다.",song/image/sample_image.png
사하구,수향밥상,35.053585,128.97047,사하구 다대로 592,051-266-4726,가족단위 손님이 많이 찾는다는 추어요리전문점으로 진한 국물의 추어탕이 대표메뉴.직영 양어장을 운영하는 등 건강하고 좋은 재료를 사용하기 위해 많은 노력을 기울이고 있는 곳이다.,song/image/sample_image.png
사상구,해물왕창칼국수,35.1727,128.98376,사상구 사상로 316,0507-1357-2579,"칼국수의 맛을 내는 조개류는 전라도 고흥에서 매일 공수해오고 있으며, 해물탕에 넣어먹는 자가제면 칼국수는 매일 직접 반죽하여 숙성 시킨다.신선한 재료와 정성이 듬뿍 들어간 칼국수는 오늘도 인기 있다.",song/image/sample_image.png
수영구,할매재첩국,35.151875,129.11638,수영구 광남로120번길 8,0507-1400-7658,"1950년 구포에서 재첩국 판매를 시작하여 지금의 자리로 온 것은 20여년이 되었다고 하는재첩국전문점으로, 이른 시간부터 운영하고 있어 아침을 먹으러 오는 손님들도 많다.서울에 직영점을 운영하고 있기도 하다.",song/image/sample_image.png
동래구,동래할매파전,35.204575,129.08385,동래구 명륜로 94번길 43-10,051-552-0792,4대를 이어오고 있는 유명한 식당으로 부산의 대표적 향토음식인 동래파전의 전통을이어가고 있는 곳. 사진으로는 담을 수 없는 식재료의 푸짐함을 느낄수 있다.,song/image/sample_image.png
동래구,박해윤 통영 해물밥상,35.191082,129.10825,동래구 연안로 38,051-525-0120,"통영에서 수급한 신선한 해산물을 사용하는 한정식전문점으로,정갈한 음식과 넓은 주차장, 잘 꾸며진 쾌적한 실내를 갖추고 있어돌잔치, 상견례 등의 행사로도 많이 찾는 곳이다",song/image/sample_image.png
동래구,원조꼬리곰집,35.216038,129.08095,동래구 온천장로 52,051-552-1106,"1980년에 개업하여 오랜 시간 사랑받고 있는 곳으로,껍데기를 보존하여 요리하는 특별한 방식으로 더 부드러운 육질을 자랑한다.기본에 충실하게 많은 양의 고기를 오랜 시간 삶는 것이 비법이라고 한다",song/image/sample_image.png
사상구,삼락하동재첩국,35.19344,128.98584,사상구 낙동대로1518번길 33,051-301-7200,"재첩국 전문 식당이 모여 있는 이 지역에서도 인기 있는 재첩국 전문점으로,섬진강의 국산 재첩만을 사용하여, 소금물에 담가 해감을 하고, 수 차례 깨끗이 씻은 다음 끓인 국물은 간과 위의 건강에 도움이 된다고 한다.이곳은 재첩을 회와 찜으로 새롭게 연구하여 재첩 요리를 정착시킨 곳이기도 하다.",song/image/sample_image.png
사하구,하기연진주냉면,35.102787,128.9677,사하구 괴정로 32,051-207-6555,"멸치, 바지락, 다시마가 들어간 해물육수를 사용하고 고명으로 육전이 올라가는 진주냉면은 보기 힘든 음식 중 하나로 그만큼 전수받은 사람이 드물다고 한다.이곳은 제주도산 흑메밀만 사용하여 면을 만드는 것이 특징.",song/image/sample_image.png
중구,장안집,35.369785,129.24432,기장군 장안읍 장안로 365,051-727-1819,"바로 옆에는 계곡이 있고 인근에는 유명사찰인 장안사가 있는 한옥형태의 넓은 식당.넓은 주차장과 개별 룸들이 있어 가족, 단체로 식사하러 가기 좋은 곳이다.오리백숙으로 유명한 곳이기도 하다.",song/image/sample_image.png
사상구,이가네 칼국수,35.163177,128.97974,사상구 광장로 27,051-322-8131,"사상시외버스터미널 인근은 맛있는 식당들이 모여 있기로 유명한데, 이곳 역시 그 유명한 식당 중 한 곳이다. 해물이 가득한 칼국수와 100% 수제로 만드는 만두, 그리고 밀면까지무엇을 주문하더라도 만족스러운 식사가 될 것이다.",song/image/sample_image.png
중구,이가네 떡볶이,35.10156,129.02602,중구 부평1길 48,051-245-0413,유명 TV쇼에 출연하여 더욱 명성이 높아진 곳으로 전국적으로 많이 알려져 있어부산 원도심관광의 필수코스 중 하나로 꼽히는 가게이기도 하다.언제나 사람들로 북적이는 인기 가게이다.,song/image/sample_image.png
수영구,우성삼계탕,35.16719,129.11409,수영구 광서로10번길 68,051-751-2984,"40여 년을 삼계탕만 만들어 온 전통 있는 삼계탕전문점으로, 마늘 향이 진하게 느껴지는 국물이특징이다. 오랜 시간 단일메뉴로 운영된 곳답게 항상 많은 손님들로 북적이고 있으며,기본으로 제공되는 똥집튀김이 아주 인기 있다.",song/image/sample_image.png
동래구,몽뜰,35.210857,129.07614,동래구 중앙대로 1381번길 33,051-556-5999,한우구이 전문식당으로 육회비빔밥과 차돌 된장찌개를 찾는 고객이 많은 곳이다.육회비빔밥 양념장은 고추장이 아니라 직접 만든 비법양념장으로 더 깔끔한 맛이 특징이며차돌 된장찌개가 맛있기로도 유명하다.,song/image/sample_image.png
동래구,조광심민속왕순대,35.20074,129.09787,동래구 반송로 223,051-527-3927,"선지와 막창으로 만든 피순대는 냉동을 할 수 없어 즉석에서 수작업으로 만들고,모든 메뉴는 국산 재료를 사용한다.월요일 휴무에는 자비로 무료 급식을 운영하는 이곳은 유난히 단골들이 많은 따뜻한 식당이다.",song/image/sample_image.png
중구,할매집회국수,35.09885,129.03146,중구 남포길 25-3,051-246-4741,"70여 년을 운영하고 있는 유명한 식당으로, 부산의 원도심을 대표하는 식당 중 한 곳이다.특유의 매운맛과 가오리회가 고명인 회국수가 대표메뉴로이곳의 맛을 잊지 못해 타지역에서도 꾸준히 찾아오는 사람들이 많다고 한다.",song/image/sample_image.png
중구,가미가식당,35.099144,129.03244,중구 광복로67번길 11,051-246-7999,"2008년 개업하여 꾸준히 단골손님을 늘려가고 있는 생선전문식당으로,국산 재료만 사용하여 만드는 생선요리와 푸짐한 반찬들은 집밥처럼 깔끔하다.낮 시간은 항상 손님들이 가득하니 전화 예약을 추천한다",song/image/sample_image.png
부산진구,나탄약선요리,35.18711,129.04843,부산진구 성지곡로 51번길 4,051-504-7733,한국전통요리를 기반으로 일체의 화학조미료를 배제하여 재료 본연의 맛을 살리고첨가되는 약재로 식사 내내 배려받는 느낌을 주는 기분좋은 곳이다.,song/image/sample_image.png
해운대구,부다면옥,35.162384,129.16298,해운대구 중동1로 36 2층,051-746-8872,"평양냉면을 전문으로 하는 이곳은, 깔끔하고 시원한 목 넘김을 위해 한우 사태 및 여러 야채들을 주재료로 하여, 모든 육수 통을 따로 끓이고 식히는 전통 방식으로 육수를 만든다. 사진으로는 표현되지 않는 깊은 맛을 가진 곳이다.",song/image/sample_image.png
동래구,본 고갈비,35.20054,129.08878,동래구 충렬대로 272번길 2,051-553-5892,500도 화덕에서 구운 고등어화덕구이가 이곳의 대표메뉴로 바삭하게 잘 굽혀진 고등어는 촉촉한 식감을 자랑한다.함께 제공되는 반찬은 가짓수도 많고 셀프코너에서 리필할 수 있어 인기 높은 식당이다.,song/image/sample_image.png
동구,88돼지갈비,35.128063,129.04562,동구 고관로 101-1,051-468-3065,"숙련된 솜씨로 구워주는 고기의 맛을 표현할 만한 방법이 떠오르지 않는다.입구부터 투박하고 오래된 흔적을 풍기는 이곳은, 40여 년을 운영해온 양념구이전문점으로이른바 현지인의 단골가게이다.",song/image/sample_image.png
중구,돌솥밥집,35.099976,129.02908,중구 광복로 37번길 7-1,051-246-3888,뜨거운 돌솥에 나온 밥을 나물이 들어있는 비빔그릇에 담아 비빔밥을 만들어 먹기도 하고함께 나온 된장찌개나 순두부찌개와 먹기도 한다.40여 년을 운영하고 있는 이곳은 많은 설명을 필요로 하지 않는 식당 중 한 곳이다.,song/image/sample_image.png
사상구,맹여사육전육회,35.165836,128.9835,사상구 광장로81번길 79 2층,0507-1372-5203,그냥 먹어도 맛있는 육전과 육회는 다양한 방법으로 먹을 수 있어 질리지가 않는다.육전이 식지 않게 조금씩 구워서 제공하는 세심함은 왜 이곳이 많은 사람들에게 사랑받는지 알 수 있게 되는 부분이다.,song/image/sample_image.png
